restaurant,cuisine,stars,long,lat,lower_price,higher_price
Le Bon Accueil,Modern Cuisine,1,6.303327559426229,46.7973475,54.6,105.0
La Table de la Mainaz,Modern Cuisine,1,6.0588831,46.3324378,103.95,145.95
Schwarz Gourmet,French,1,8.18074035,49.53782085,135.45,166.95
Carmelo Greco,Italian,1,8.68161437900891,50.090097114576,44.1,115.5
Admiral,Contemporary,1,8.1556042,49.5111373,88.2,147.0
Maison Hache,Provençal,1,4.9495954,43.761303,48.3,141.75
Seven Swans,Vegan,1,8.683180164332933,50.11129638201696,135.45,135.45
Français,Modern French,1,8.683180164332933,50.11129638201696,72.45,215.25
Weinsinn,Modern Cuisine,1,8.666266283631353,50.10736280601549,99.75,131.25
Erno's Bistro,Classic French,1,8.66559860855329,50.12203877204122,57.75,173.25
Gutshaus Stolpe,Creative,1,13.5632061,53.8722668,131.25,178.5
Alte Pfarrey,Modern French,1,8.138051222090173,49.54204865,89.25,143.85
Restaurant Villa Merton,Classic Cuisine,1,8.641648232175148,50.12554645692487,99.75,152.25
L'Oustalet,Modern Cuisine,1,5.0045357,44.1636683,67.2,126.0
Kasbür,Modern Cuisine,1,7.3790239,48.7551151,28.35,103.95
Genießer Stube,Classic Cuisine,1,9.918508659417801,51.4187818,61.95,157.5
L'Arnsbourg,Modern Cuisine,1,7.5183231,48.9753928,51.45,145.95
L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid,Modern Cuisine,1,4.833253,43.7885168,78.75,178.5
Restaurant de Tourrel,Modern Cuisine,1,4.8318195,43.7892448,102.9,157.5
Ambroisie,Modern Cuisine,1,5.487328,45.560251,81.9,153.3
L'Aupiho - Domaine de Manville,Modern Cuisine,1,4.795125,43.7436371,63.0,152.25
Kaupers Restaurant im Kapellenhof,Modern Cuisine,1,8.2543895,49.8637945,112.35,131.25
La Mirande,Modern Cuisine,1,4.8059012,43.9492493,94.5,199.5
Pollen,Creative,1,4.803684405473256,43.94956945,31.5,63.0
La Vieille Fontaine,Modern Cuisine,1,4.802935348860516,43.9501941,44.1,189.0
La Mère Germaine,Modern Cuisine,1,4.8312888,44.0553336,92.4,123.9
Die Brasserie,Classic Cuisine,1,7.6292599,49.2013444,37.8,114.45
Le Prieuré,Modern Cuisine,1,4.7961449,43.9632628,54.6,122.85
FAVORITE restaurant,Modern French,1,8.2890688,49.9893741,57.75,152.25
La Chassagnette,Creative,1,4.7063591,43.5253976,73.5,120.75
Entre Vigne et Garrigue,Modern Cuisine,1,4.7668072,43.9824959,71.4,141.75
Le Clair de la Plume,Modern Cuisine,1,4.907307,44.4195329,120.75,141.75
Château de Massillan,Modern Cuisine,1,4.792462920359117,44.23297705,78.75,120.75
Stein's Traube,Market Cuisine,1,8.1749408,49.9839912,56.7,126.0
Ente,Classic French,1,8.24376408205357,50.08506245,68.25,189.0
Gourmetrestaurant Dirk Maus,Classic French,1,8.1259428,49.9995551,99.75,147.0
Jean,Classic French,1,8.1216122,50.0272489,51.45,131.25
L'Émulsion,Modern Cuisine,1,5.2248079,45.5960009,68.25,94.5
La Fontaine,Classic French,1,10.7120383,52.4175395,81.9,115.5
Weinschänke Schloss Groenesteyn,Modern Cuisine,1,8.0809089,50.0421143,69.3,194.25
Domaine du Colombier,Creative,1,4.7432079,44.469776,50.4,96.6
Auberge de l'Abbaye,Modern Cuisine,1,5.3608008,46.0072338,73.5,110.25
Flaveurs,Modern Cuisine,1,4.8908881,44.9326964,39.9,102.9
Kadeau Bornholm,Creative,1,14.9189563,55.0701826,224.0,224.0
La Cachette,Creative,1,4.8866402,44.9321334,68.25,136.5
Le Carré d'Alethius,Modern Cuisine,1,4.8330299,44.8614606,33.6,115.5
Maison Chabran - La Grande Table,Classic Cuisine,1,4.871235023998206,45.00467895,124.95,145.95
Hämmerle's Restaurant - Barrique,Modern French,1,7.268791712649309,49.23644415,92.4,113.4
freustil,Creative,1,13.61160044310897,54.40089885,69.3,103.95
Chez Michèle,Modern Cuisine,1,6.858976394366197,48.745802,28.35,157.5
Les Ducs de Lorraine,Modern Cuisine,1,6.449081,48.169053,52.5,162.75
Ich weiß ein Haus am See,Classic French,1,12.3000051,53.6685809,115.5,115.5
Jungborn,Modern Cuisine,1,7.657516064224918,49.77646035,127.05,151.2
Jérôme Nutile,Modern Cuisine,1,4.3718826,43.8199908,47.25,189.0
La Table d'Uzès,Modern Cuisine,1,4.4211876,44.0127581,35.7,126.0
Skab,Modern Cuisine,1,4.3593791,43.8332048,52.5,155.4
Duende,Modern Cuisine,1,4.3512065,43.8385206,168.0,215.25
Philipp Soldan,Creative,1,8.8017147,51.0590569,61.95,131.25
Auberge St-Walfrid,Traditional Cuisine,1,7.0448951,49.1147436,78.75,142.8
360°,Modern Cuisine,1,8.0636197,50.3876305,37.8,168.0
La Table de Philippe Girardon,Modern Cuisine,1,4.8103362,45.458944,84.0,152.25
Auberge de Montfleury,Modern Cuisine,1,4.471427,44.5636755,26.25,94.5
Château d'Adoménil,Traditional Cuisine,1,6.4919563,48.5916164,105.0,162.75
La Bonne Auberge,Creative,1,6.910552,49.191179,68.25,147.0
Miraflores,Peruvian,1,4.8585179,45.7684093,89.25,189.0
La Chaumière,Creative,1,5.4948663,47.0650052,84.0,126.0
Le Gourmet de Sèze,Classic Cuisine,1,4.8556219,45.7690635,42.0,126.0
Le Passe Temps,Creative,1,4.8494597,45.7699544,47.25,114.45
Les Apothicaires,Creative,1,4.8455981,45.7681255,40.95,86.1
Kunz,Classic French,1,7.112121924041914,49.49619015,81.9,131.25
Les Trois Dômes,Modern Cuisine,1,4.8342754,45.7544518,87.15,178.5
Prairial,Modern Cuisine,1,4.8324225,45.7649522,67.2,102.9
Rustique,Creative,1,4.8261968,45.7519565,78.75,78.75
La Sommelière,Modern Cuisine,1,4.8259844,45.7597724,86.1,86.1
Les Loges,Modern Cuisine,1,4.8274287,45.7632687,98.7,141.75
Jérémy Galvan,Creative,1,4.8264533,45.762197,42.0,114.45
Au 14 Février,Creative,1,4.826431,45.762254,102.9,102.9
Les Terrasses de Lyon,Modern Cuisine,1,4.8256656,45.7630412,51.45,126.0
Têtedoie,Creative,1,4.7970282,45.7951157,50.4,147.0
Auberge de l'Île Barbe,Classic Cuisine,1,4.8331693,45.7977264,68.25,173.25
Voro,Modern Cuisine,1,3.4397966,39.6568591,115.5,147.0
Andreu Genestra,Creative,1,3.4321679,39.7023418,94.5,136.5
Château du Mont Joly,Modern Cuisine,1,5.456507,47.123612,51.45,120.75
Saisons,Modern Cuisine,1,4.7686174,45.7767845,63.0,147.0
Guy Lassausaie,Modern Cuisine,1,4.77114,45.8743,81.9,131.25
La Rotonde,Modern Cuisine,1,4.7322779,45.7875433,51.45,145.95
Toya,Creative,1,6.5958205,49.0487769,54.6,126.0
LOUIS restaurant,Creative,1,6.755507320747798,49.3171742,93.45,177.45
Le temple,Modern French,1,7.011226837204385,49.64269595,136.5,173.25
Likoké,Creative,1,4.1331945,44.4040254,56.7,162.75
La Huchette,Modern Cuisine,1,4.8812775,46.2988449,71.4,115.5
La Réserve Rimbaud,Modern Cuisine,1,3.8929317,43.6169645,42.0,115.5
Le Raisin,Modern Cuisine,1,4.940059,46.4357869,37.8,99.75
Da Vinci,French,1,7.5993588,50.3579591,135.45,165.9
Leclere,Modern Cuisine,1,3.8740276,43.6094003,47.25,63.0
Pastis,Modern Cuisine,1,3.8738071,43.609963,39.9,58.8
Reflet d'Obione,Modern Cuisine,1,3.8729845,43.6123103,32.55,86.1
Landwerk,Modern Cuisine,1,6.720216405319482,49.32722535,82.95,152.25
Schiller's Manufaktur,Classic Cuisine,1,7.5872847,50.3693922,78.75,194.25
Hofstube,Modern Cuisine,1,8.340953960443755,51.15967935,119.7,151.2
Pierre,Classic Cuisine,1,4.8322266,46.3036683,37.8,107.1
Transparence - La Table de Patrick Fréchin,Modern Cuisine,1,6.1812296,48.6929838,52.5,94.5
La Marande,Modern Cuisine,1,4.8728657,46.4757878,36.75,110.25
Aux Terrasses,Modern Cuisine,1,4.9143174,46.5590547,36.75,110.25
L'Écrin de Yohann Chapuis,Creative,1,4.9079031,46.5657506,78.75,168.0
La Table de Chaintré,Modern Cuisine,1,4.7595195,46.2600631,44.1,72.45
Gourmet Restaurant im Schlosshotel Münchhausen,Classic French,1,9.2513054,52.0709551,136.5,199.5
L'O des Vignes,Modern Cuisine,1,4.7436176,46.2800313,35.7,105.0
Auberge du Cep,Modern Cuisine,1,4.696792045075476,46.1924233,27.3,88.2
The Marcel,Mediterranean Cuisine,1,3.698405,43.4026612,39.9,105.0
Ostseelounge,Modern Cuisine,1,12.32390223809564,54.2878471,130.2,155.4
Balthasar,Modern French,1,8.7639082,51.7149895,73.5,162.75
Rüssel's Landhaus,Creative,1,6.892130996711053,49.7683588,78.75,183.75
Gourmet-Restaurant Der Butt,Modern Cuisine,1,12.098573456379,54.1795128,156.45,198.45
Château Blanchard,Modern Cuisine,1,4.3889953,45.6375531,50.4,120.75
Wein- und Tafelhaus,Market Cuisine,1,6.9034504,49.8220487,131.25,178.5
Maca de Castro,Creative,1,3.1190297,39.8341319,138.6,138.6
YOSO,Asian,1,7.3983594,50.4382002,102.9,117.6
La Source,Modern Cuisine,1,4.3148078,45.6030634,36.75,94.5
Jan´s Restaurant,Seasonal Cuisine,1,8.878626109477027,51.9337117,52.5,103.95
L'Amaryllis,Creative,1,4.8204264,46.7598708,42.0,157.5
Friedrich Franz,Modern Cuisine,1,11.8432444,54.1437223,136.5,261.45
Hostellerie de Levernois,Modern Cuisine,1,4.8760759,46.9931892,84.0,156.45
Cibo,Modern Cuisine,1,5.0454614,47.3219409,33.6,82.95
L'Aspérule,Modern Cuisine,1,5.0450106,47.3248159,39.9,126.0
Loiseau des Ducs,Modern Cuisine,1,5.041169,47.3207562,57.75,134.4
BECKER'S,Creative,1,6.6676288,49.7421608,110.25,131.25
Casamar,Modern Cuisine,1,3.1937631,41.8970502,47.25,90.3
La Table d'Hôtes - La Rôtisserie du Chambertin,Modern Cuisine,1,4.9696805,47.2236128,57.75,89.25
L'Empreinte,Modern Cuisine,1,4.694384897680279,46.7128274,36.75,103.95
Le Carmin,Modern Cuisine,1,4.8387247,47.0224269,39.9,134.4
Le Bénaton,Creative,1,4.8324087,47.0211517,36.75,148.05
Le Charlemagne,Creative,1,4.8451081,47.0851342,71.4,102.9
Ed.Em,Modern Cuisine,1,4.7308668,46.9384882,42.0,94.5
Quai des Saveurs,Modern Cuisine,1,6.1646208,49.2534283,78.75,131.25
Restaurant De Lauzun,Modern Cuisine,1,3.4154602,43.4731163,37.8,115.5
Kucher's Gourmet,Classic Cuisine,1,6.8833723,50.2109267,76.65,124.95
Auberge de la Charme,Creative,1,4.9002203,47.3755762,52.5,100.8
Le Fanal,Modern Cuisine,1,3.1356227,42.4798793,39.9,115.5
Mühlenhelle,Modern French,1,7.531343868448458,50.98343695,52.5,145.95
Emporium,Modern Cuisine,1,3.0746425,42.2591074,81.9,115.5
Historisches Gasthaus Sanct Peter Restaurant Brogsitter,Modern Cuisine,1,7.078026059687941,50.530582,72.45,173.25
La Balette,Modern Cuisine,1,3.086529,42.5236384,63.0,157.5
1131 - Abbaye de la Bussière,Modern Cuisine,1,4.72382,47.2157406,102.9,141.75
Lea Linster,Modern French,1,6.187064357875366,49.51813,135.45,198.45
Els Tinars,Traditional Cuisine,1,2.8920386,41.8289064,54.6,94.5
Äponem - Auberge du Presbytère,Modern Cuisine,1,3.2995003,43.5544394,93.45,93.45
halbedel's Gasthaus,Modern French,1,7.1662006,50.6890909,89.25,157.5
La Cuina de Can Simón,Creative,1,2.9323119,41.7173221,56.7,102.9
Castell Peralada,Modern Cuisine,1,3.0089916,42.3085047,74.55,136.5
Reuter,Modern French,1,8.291188,51.8540044,101.85,177.45
Yunico,Japanese,1,7.1526188,50.7182258,82.95,178.5
Le Haut-Allier,Modern Cuisine,1,3.6740472,44.9188631,60.9,115.5
Frédéric Doucet,Modern Cuisine,1,4.2750454,46.4334208,99.75,136.5
Fani,Italian,1,6.1447603,49.5399029,52.5,152.25
L'Almandin,Modern Cuisine,1,3.0402973,42.5991678,68.25,131.25
La Distillerie,Creative,1,6.2165183,49.7030476,126.0,157.5
Le Grand Cap,Modern Cuisine,1,3.0429983,42.9057074,47.25,120.75
Les Jardins d'Anaïs,Modern French,1,6.1426626,49.6148564,61.95,131.25
Mosconi,Italian,1,6.1358284,49.6086986,57.75,157.5
Clairefontaine,Creative French,1,6.133236092248328,49.60980525,59.85,117.6
La Cristallerie,Modern French,1,6.129538405801155,49.61126515,60.9,186.9
Béns d'Avall,Regional Cuisine,1,2.7150538,39.7663047,71.4,91.35
DINS Santi Taura,Modern Cuisine,1,2.6500745,39.5695818,89.25,136.5
Marc Fosh,Modern Cuisine,1,2.6500745,39.5695818,48.3,126.0
Es Racó d'Es Teix,International,1,2.6483432,39.7477362,40.95,126.0
Adrián Quetglas,Modern Cuisine,1,2.6435243,39.5745915,42.0,68.25
Wullenwever,Classic Cuisine,1,10.6821973,53.8695577,89.25,131.25
Massana,Modern Cuisine,1,2.8197953,41.9848637,84.0,131.25
Clostermanns Le Gourmet,Creative,1,7.0667761,50.8190864,93.45,156.45
Balthazar,Innovative,1,10.82194195538848,53.99302915,124.95,166.95
Hotell Borgholm,Modern Cuisine,1,16.6575794,56.8787904,65.8,65.8
Bembergs Häuschen,Modern Cuisine,1,6.852051581273193,50.62291,124.95,196.35
La Galinette,Creative,1,2.8932526,42.7024595,29.4,63.0
Orangerie,Classic French,1,10.780199,54.0008498,88.2,141.75
Es Fum,Creative,1,2.5299122,39.5212384,141.75,157.5
Guillou Campagne,Classic French,1,5.9554757,49.580485,35.7,105.0
DiVa,Modern French,1,10.7700846,54.0098915,93.45,135.45
Zur Tant,Classic Cuisine,1,7.008125531343657,50.8517747,74.55,102.9
Le Prieuré,Modern Cuisine,1,3.8958754,46.1038329,51.45,103.95
100/200 Kitchen,Creative,1,10.02824,53.5377135,151.2,151.2
La Cuisine Rademacher,Modern French,1,7.069034527083333,50.9803182,59.85,120.75
Zur Post,Modern Cuisine,1,7.115047837203859,51.03258465,68.25,152.25
Lakeside,Modern Cuisine,1,9.99803187126813,53.5654221,162.75,183.75
Château de Courban,Modern Cuisine,1,4.7375007,47.9190581,72.45,135.45
Pottkind,Creative,1,6.961167875530442,50.91949305,94.5,147.0
der Schneider,Modern Cuisine,1,7.532924052543443,51.51260375,77.7,126.0
Grammons Restaurant,Contemporary,1,7.5353071,51.5202186,68.25,124.95
maiBeck,Modern Cuisine,1,6.9617754,50.9403413,36.75,61.95
Piment,Creative,1,9.979474,53.5820995,86.1,162.75
maximilian lorenz,Modern Cuisine,1,6.9607577,50.9441939,129.15,159.6
taku,Asian,1,6.956348322668921,50.94217055,22.05,136.5
Alfredo,Italian,1,6.952899697025856,50.93870905,68.25,87.15
Iuma,Fusion,1,7.4564905,51.4614219,78.75,131.25
Petit Amour,Creative French,1,9.9310617,53.5514099,166.95,194.25
Cyril Attrazic,Modern Cuisine,1,3.2873229,44.7159424,52.5,126.0
Hostellerie la Montagne,Modern Cuisine,1,4.893422918708275,48.2127567,73.5,99.75
La Société,Modern Cuisine,1,6.9372945,50.9285329,114.45,187.95
Landhaus Scherrer,Classic Cuisine,1,9.9166163,53.5462333,89.25,141.75
L'Aliança 1919 d'Anglès,Modern Cuisine,1,2.6388239,41.956327,68.25,115.5
NeoBiota,Modern Cuisine,1,6.9427191,50.9378398,99.75,162.75
astrein,Classic Cuisine,1,6.952013714642298,50.95128205,96.6,135.45
La Table de Castigno,Modern Cuisine,1,2.8877141,43.3982558,57.75,115.5
Maître im Landhaus Kuckuck,Classic French,1,6.87956379979047,50.93461975,78.75,166.95
Auberge du Cellier,Modern Cuisine,1,2.6786899,42.7491419,22.05,89.25
Les Magnòlies,Modern Cuisine,1,2.5141453,41.8160629,35.7,96.6
Haus Stemberg,Market Cuisine,1,7.091242943496328,51.33133135,44.1,110.25
Kesselhaus,Creative,1,8.064342,52.2653628,92.4,134.4
Burg Nideggen - Brockel Schlimbach,Modern Cuisine,1,6.4814706,50.6892068,131.25,147.0
Zur Post,Modern Cuisine,1,6.1261217,50.2801758,47.25,105.0
Gut Lärchenhof,Modern French,1,6.7821292,51.0258823,115.5,208.95
Quadras,Creative,1,6.122050707617504,50.28443835,52.5,119.7
Frederiksminde,Creative,1,12.048623,55.124326,84.0,84.0
Auberge de la Grappe d'Or,Creative,1,5.475266248781408,49.50701595,75.6,88.2
Hannappel,Modern Cuisine,1,7.10521893764237,51.437149,63.0,123.9
Coeur D'Artichaut,Modern French,1,7.6290367,51.9639317,84.0,157.5
Ca l'Enric,Creative,1,2.432630539003727,42.24152075,85.05,126.0
Tresmacarrons,Modern Cuisine,1,2.3118347,41.4796899,99.75,131.25
Le Château de Strainchamps,Modern French,1,5.682469507287834,49.87897275,47.25,105.0
ferment,Creative,1,7.553456654802744,51.9528829,109.2,145.95
Origines,Modern Cuisine,1,3.2411551,45.5021521,37.8,136.5
L'Atelier Yssoirien,Modern Cuisine,1,3.2516505,45.5441702,39.9,102.9
Restaurant 1797,Creative French,1,10.5732843,54.329654,124.95,124.95
Schote,Modern Cuisine,1,7.0052601,51.4381275,128.1,198.45
Agata's,Modern Cuisine,1,6.775871539024403,51.2122714,124.95,124.95
Setzkasten,Modern Cuisine,1,6.7825904,51.2194731,40.95,135.45
Yoshi by Nagaya,Japanese,1,6.785658228684808,51.2242601,78.75,155.4
Nagaya,Japanese,1,6.7860995,51.2254302,82.95,207.9
1876 Daniel Dal-Ben,Creative,1,6.802138,51.2436119,136.5,207.9
Fritz's Frau Franzi,Creative,1,6.7778364,51.2182687,65.1,129.15
Le Flair,French,1,6.7941939,51.2393608,99.75,136.5
Berens am Kai,Modern Cuisine,1,6.7545815,51.2152907,72.45,112.35
DR.KOSCH,Modern Cuisine,1,6.7808294,51.2441755,86.1,115.5
Can Jubany,Modern Cuisine,1,2.2906125,41.92719,73.5,152.25
Maison Decoret,Creative,1,3.418895694805195,46.124575,50.4,147.0
Aürt,Modern Cuisine,1,2.1774322,41.3828939,103.95,103.95
Lluerna,Modern Cuisine,1,2.2083371,41.4515626,47.25,92.4
Auberge du Pont,Modern Cuisine,1,3.2531322,45.7995203,33.6,162.75
Ratsstuben,Modern Cuisine,1,7.187270624959666,51.74340255,82.95,155.4
Koy Shunka,Japanese,1,2.1774322,41.3828939,102.9,154.35
Caelis,Creative,1,2.1742731,41.3869749,47.25,141.75
Dos Palillos,Fusion,1,2.1686617,41.3833622,47.25,126.0
Im Schiffchen,Mediterranean Cuisine,1,6.7338347,51.3014051,68.25,168.0
Alkimia,Modern Cuisine,1,2.1774322,41.3828939,176.4,176.4
Oria,Modern Cuisine,1,2.162242,41.3937566,52.5,120.75
Anthony's Kitchen,International,1,6.682643149934769,51.25723965,99.75,194.25
Xerta,Creative,1,2.1565496,41.394569,44.1,141.75
Hofmann,Modern Cuisine,1,2.1529434,41.3970944,51.45,86.1
Hisop,Creative,1,2.148174301741447,41.39457135,63.0,78.75
Sankt Benedikt,Creative,1,6.183493,50.7282927,50.4,162.75
Via Veneto,Classic Cuisine,1,2.1391279,41.392474,68.25,157.5
Alouette,Modern Cuisine,1,12.575835,55.662718,139.3,139.3
Le Belvédère,Modern Cuisine,1,2.7195539,44.4726186,47.25,117.6
Marchal,Modern Cuisine,1,12.584668,55.680596,63.0,63.0
Kokkeriet,Modern Cuisine,1,12.585058,55.687517,112.0,112.0
formel B,Modern Cuisine,1,12.5700724,55.6867243,63.0,139.3
Goldener Anker,Classic Cuisine,1,6.965371235527463,51.6628387,110.25,162.75
La Barbacane,Classic Cuisine,1,2.362775155220239,43.20553565,47.25,136.5
Kiin Kiin,Thai,1,12.557239,55.691867,77.0,77.0
Le Puits du Trésor,Modern Cuisine,1,2.3809619,43.3326612,63.0,126.0
Le Pré des Oréades,Classic French,1,5.8627569,50.4920654,38.85,88.2
Domaine d'Auriac,Classic Cuisine,1,2.3603621,43.2038371,52.5,147.0
L'Ostal,Modern Cuisine,1,3.0879595,45.781034,36.75,93.45
Château de Vault de Lugny,Modern Cuisine,1,3.854418344969996,47.4958678,72.45,156.45
Sushi Tadokoro,Japanese,1,-117.1915004663924,32.74820269958859,30.0,120.0
Soichi,Japanese,1,-117.141802,32.762674,45.0,125.0
Jeune et Jolie,French,1,-117.3517520118583,33.16291314999999,49.0,90.0
Hana re,Japanese,1,-117.8857226,33.6774401,200.0,200.0
Taco María,Mexican,1,-117.903317,33.6633386,45.0,84.0
Sushi I-NABA,Japanese,1,-118.4159345,33.8965846,25.0,220.0
Knife Pleat,Contemporary,1,-117.903317,33.6633386,22.0,135.0
Pasjoli,French,1,-118.4823035106184,34.00061821713856,100.0,200.0
Sushi | Bar Montecito,Japanese,1,-119.6404629737439,34.421226,145.0,145.0
Rustic Canyon,Californian,1,-118.4917113,34.0244818,62.0,97.0
Mori Sushi,Japanese,1,-118.441768,34.0336,75.0,150.0
Maude,Contemporary,1,-118.3989647576321,34.0645469433215,150.0,150.0
CUT,Steakhouse,1,-118.4004602173913,34.06699047826087,75.0,230.0
Gucci Osteria da Massimo Bottura,Italian,1,-118.402649,34.0685924,145.0,195.0
Nozawa Bar,Japanese,1,-118.398268305979,34.06813042380136,195.0,195.0
Bell's,French,1,-120.2793656286099,34.74390115,28.0,50.0
Shibumi,Japanese,1,-118.2561197142857,34.04424242857143,95.0,195.0
Q Sushi,Japanese,1,-118.2559621250055,34.0471462,150.0,300.0
Le Comptoir,Californian,1,-118.30062375,34.063483375,120.0,120.0
Orsa & Winston,Contemporary,1,-118.2479229,34.0484337,125.0,125.0
Osteria Mozza,Italian,1,-118.3387469183673,34.08337391836734,50.0,75.0
Kali,Californian,1,-118.3112824,34.0835102,50.0,75.0
Shin Sushi,Japanese,1,-118.4937346122449,34.15767160204082,100.0,120.0
Pasta | Bar,Contemporary,1,-118.5016166,34.1591324,165.0,165.0
Phenakite,Asian,1,-118.242766,34.0536909,158.0,158.0
Morihiro,Japanese,1,-118.2624421707317,34.11682258536585,50.0,300.0
Bistro Na’s,Chinese,1,-118.0577568,34.1082994,25.0,300.0
Six Test Kitchen,Contemporary,1,-120.6912456,35.6267654,155.0,185.0
Aubergine,Contemporary,1,-121.9232785,36.5552656,205.0,205.0
Plumed Horse,Contemporary,1,-122.0350670960908,37.25648622268892,70.0,195.0
The Village Pub,Contemporary,1,-122.2518388,37.4288802,45.0,85.0
Madera,Contemporary,1,-122.2125422486442,37.4195318,50.0,150.0
Chez TJ,Contemporary,1,-122.0804608010798,37.39450313258636,195.0,195.0
Protégé,Contemporary,1,-122.1437532,37.4278948,65.0,210.0
Adega,Portuguese,1,-121.8586800257768,37.351209083009,199.0,199.0
Selby's,American,1,-122.2049766,37.4645927,85.0,85.0
Sushi Shin,Japanese,1,-122.2320197755102,37.48650157142857,175.0,175.0
Wakuriya,Japanese,1,-122.3368004,37.5213369,148.0,148.0
Sushi Yoshizumi,Japanese,1,-122.3214070924813,37.56495980084626,250.0,300.0
Rasa,Indian,1,-122.3459467283488,37.57734784163492,47.0,88.0
Marlena,Californian,1,-122.413393,37.746687,65.0,110.0
Al's Place,Californian,1,-122.4202077,37.7490224,58.0,88.0
Wako,Japanese,1,-122.4614446046512,37.78299393023256,95.0,135.0
jū-ni,Japanese,1,-122.4388536,37.7766699,165.0,165.0
Niku Steakhouse,Steakhouse,1,-122.4035006,37.769696,80.0,402.0
Omakase,Japanese,1,-122.402891,37.7706608,75.0,150.0
Spruce,Californian,1,-122.4527549066435,37.78767205,50.0,75.0
The Progress,Californian,1,-122.4334972,37.7871221,41.0,78.0
State Bird Provisions,Californian,1,-122.4329482,37.7837055,25.0,90.0
Avery,Contemporary,1,-122.4326967674419,37.78378241860465,89.0,189.0
Sorrel,Italian,1,-122.4462677,37.7884176,110.0,148.0
SPQR,Italian,1,-122.4336925,37.7873439,39.0,120.0
Kin Khao,Thai,1,-122.4088242699755,37.78487155000001,25.0,70.0
O' by Claude Le Tohic,French,1,-122.4073279539101,37.78620335,175.0,250.0
Mourad,Moroccan,1,-122.4000073084806,37.7867783,43.0,155.0
Sons & Daughters,Contemporary,1,-122.4120997,37.7897443,225.0,225.0
Bar Crenn,French,1,-122.435945,37.79842,85.0,165.0
The Shota,Japanese,1,-122.4009434,37.7912933,175.0,175.0
Mister Jiu’s,Chinese,1,-122.4066622,37.7937168,50.0,75.0
Angler SF,Contemporary,1,-122.392177,37.793083,90.0,600.0
Gary Danko,Contemporary,1,-122.4205641,37.8058128,89.0,139.0
Madcap,Contemporary,1,-122.561743,37.974152,110.0,110.0
Kenzo,Japanese,1,-122.2891563307669,38.29922038067445,185.0,210.0
La Toque,Contemporary,1,-122.2836645183412,38.30396315,75.0,225.0
Barndiva,Californian,1,-122.86947335,38.6096278,35.0,90.0
Auberge du Soleil,Californian,1,-122.422479,38.458521,37.0,145.0
The Kitchen,Contemporary,1,-121.449733430213,38.56123525,155.0,155.0
EL Ideas,Contemporary,1,-87.6868715,41.8625051,75.0,150.0
Elske,Contemporary,1,-87.6244212,41.8755616,75.0,100.0
Porto,Portuguese,1,-87.66753754221607,41.89628310000001,55.0,75.0
Next,Contemporary,1,-87.6520069,41.8865946,175.0,225.0
Temporis,Contemporary,1,-87.6670205,41.8989063,185.0,210.0
Omakase Yume,Japanese,1,-87.6649915,41.8830117,125.0,150.0
Mako,Japanese,1,-87.6469637,41.8858371,175.0,175.0
Sepia,American,1,-87.6425174,41.883943,24.0,75.0
Schwa,Contemporary,1,-122.0422462,37.3230828,160.0,160.0
Parachute,Korean,1,-87.7064642,41.9447791,50.0,75.0
Entente,Contemporary,1,-87.6387433,41.8949375,60.0,130.0
Topolobampo,Mexican,1,-87.6309213,41.8905369,100.0,140.0
Boka,Contemporary,1,-87.6482025,41.9136386,53.0,165.0
Goosefoot,Contemporary,1,-87.6959965,41.9687174,145.0,165.0
North Pond,Contemporary,1,-87.6375066,41.929797,65.0,95.0
Elizabeth,Contemporary,1,-87.6244212,41.8755616,75.0,150.0
Xiquet,Spanish,1,-77.07241810956691,38.92127745,60.0,130.0
Sushi Nakazawa,Japanese,1,-77.02756261675003,38.8941177,120.0,150.0
Plume,European,1,-77.03692969597049,38.9059164,106.0,120.0
Sushi Taro,Japanese,1,-77.0382421,38.909944,150.0,300.0
Komi,Mediterranean Cuisine,1,-77.0382584,38.910096,165.0,165.0
Fiola,Italian,1,-77.0205014,38.8932991,75.0,220.0
Cranes,Spanish,1,-77.024256,38.8992536,40.0,100.0
Tail Up Goat,Contemporary,1,-77.0433041,38.923483,25.0,50.0
Kinship,Contemporary,1,-77.0217148,38.9034248,60.0,95.0
The Dabney,American,1,-77.0245704,38.9063777,25.0,50.0
Métier,Contemporary,1,-77.0217148,38.9034248,200.0,260.0
Bresca,Contemporary,1,-77.03205700000001,38.91585,50.0,110.0
Rose’s Luxury,Contemporary,1,-76.99524230254784,38.88063055,75.0,85.0
Little Pearl,Contemporary,1,-76.99313470765833,38.8830167,68.0,68.0
Maydān,Middle Eastern,1,-77.03118494833711,38.91989625,45.0,65.0
Rooster & Owl,Contemporary,1,-77.0321672,38.92149,65.0,65.0
Elcielo D.C.,Colombian,1,-76.9996082,38.9088103,70.0,228.0
Masseria,Italian,1,-76.9992447,38.9097176,50.0,150.0
Gravitas,Contemporary,1,-76.9841287,38.9144287,50.0,150.0
Terada,Japanese,1,135.51837,34.655043,33.0,33.0
Yugen,Japanese,1,135.51837,34.655043,46.2,46.2
Sushi Yuden,Sushi,1,135.5130467,34.6537116,99.0,99.0
Teruya,Japanese,1,135.510316,34.679846,132.0,132.0
Enomoto,Japanese,1,135.490485,34.66283,145.2,145.2
il Centrino,Italian,1,135.510316,34.679846,33.0,33.0
